Local time in Wurzburg,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.05.2019 06:00,8.0,738.5,763.1,,93,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,9.0,6.9,,,,,,
24.05.2019 05:00,8.5,738.5,763.0,,92,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,9.0,7.3,,,,,,
24.05.2019 04:00,9.1,738.5,763.0,,90,Wind blowing from the south-southeast,1,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,8.0,7.6,,,,,,
24.05.2019 02:00,10.1,738.9,763.3,,88,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,14.0,8.1,No precipitation,6,,,,
24.05.2019 01:00,11.4,739.0,763.3,,83,Wind blowing from the south,1,,,40%., ,,,,,,,"2500 or more, or no clouds.",,,18.0,8.5,,,,,,
24.05.2019 00:00,12.5,739.2,763.4,,77,Wind blowing from the south,1,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,23.0,8.5,,,,,,
23.05.2019 23:00,13.8,739.3,763.4,,72,Wind blowing from the south,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,29.0,8.7,,,,,,
23.05.2019 22:00,15.5,739.3,763.3,,60,Wind blowing from the south,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,7.8,,,,,,
23.05.2019 21:00,16.4,739.3,763.2,,55,Wind blowing from the south,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,40.0,7.4,,,,,,
23.05.2019 20:00,17.7,739.2,763.0,,51,Wind blowing from the south-west,2,,,100%., ,,,8.6,19.8,,,"2500 or more, or no clouds.",,,35.0,7.3,No precipitation,12,,,,
23.05.2019 19:00,19.3,739.3,763.0,,42,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,,,"2500 or more, or no clouds.",,,35.0,6.0,,,,,,
23.05.2019 18:00,19.2,739.5,763.2,,44,Wind blowing from the south,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,30.0,6.7,,,,,,
23.05.2019 17:00,18.4,739.9,763.6,,48,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,35.0,7.1,,,,,,
23.05.2019 16:00,18.3,740.1,763.9,,49,Wind blowing from the south,2,,,70 – 80%., ,,,,,,,1500-2000,,,29.0,7.4,,,,,,
23.05.2019 15:00,18.4,740.4,764.2,,48,Wind blowing from the north-east,2,,,100%., ,,,,,,,1500-2000,,,27.0,7.1,,,,,,
23.05.2019 14:00,18.1,740.7,764.5,,44,Wind blowing from the east-southeast,2,,,40%., ,,,,,,,1000-1500,,,24.0,5.7,No precipitation,6,,,,
23.05.2019 13:00,18.0,741.1,764.9,,49,Wind blowing from the south,3,,,40%., ,,,,,,,1500-2000,,,30.0,7.0,,,,,,
23.05.2019 12:00,16.0,741.4,765.4,,51,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,20.0,5.8,,,,,,
23.05.2019 11:00,16.0,741.6,765.6,,58,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,6.1,,,,"2500 or more, or no clouds.",,,25.0,7.7,,,,,,
23.05.2019 10:00,14.7,741.7,765.9,,66,Wind blowing from the south,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,17.0,8.4,,,,,,
23.05.2019 09:00,11.8,741.7,766.1,,76,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,12.0,7.6,,,,,,
23.05.2019 08:00,9.0,741.5,766.1,,85,Wind blowing from the south-east,1,,,70 – 80%., ,Fog,Visibility reduced.,6.1,14.7,,,"2500 or more, or no clouds.",,,9.0,6.5,No precipitation,12,,,,
23.05.2019 07:00,6.6,741.4,766.2,,93,Wind blowing from the south-southeast,1,,,"90  or more, but not 100%",Fog ,Fog,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,4.2,5.5,,,,,,
23.05.2019 06:00,6.3,741.3,766.1,,95,Wind blowing from the south,1,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,,,,,,1500-2000,,,4.5,5.6,,,,,,
23.05.2019 05:00,6.4,741.4,766.2,,95,Wind blowing from the south-southeast,1,,,"90  or more, but not 100%",Fog ,Fog,Visibility reduced.,,,,,1500-2000,,,4.5,5.7,,,,,,
23.05.2019 04:00,7.1,741.4,766.3,,93,"Calm, no wind",0,,,"90  or more, but not 100%",Mist. ,Visibility reduced.,,,,,,"2500 or more, or no clouds.",,,6.0,6.1,,,,,,
23.05.2019 03:00,7.8,741.5,766.3,,91,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,11.0,6.4,,,,,,
23.05.2019 02:00,8.6,741.5,766.2,,86,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,15.0,6.4,No precipitation,6,,,,
23.05.2019 01:00,9.3,741.4,766.0,,82,Wind blowing from the north-west,1,,,no clouds, ,,,,,,,,,,20.0,6.3,,,,,,
23.05.2019 00:00,11.1,741.3,765.7,,73,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,27.0,6.4,,,,,,
22.05.2019 23:00,11.8,741.1,765.5,,71,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,28.0,6.7,,,,,,
22.05.2019 22:00,12.4,741.0,765.3,,72,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,,,1000-1500,,,28.0,7.5,,,,,,
22.05.2019 21:00,13.3,740.8,765.0,,72,Wind blowing from the west-northwest,3,,,"10%  or less, but not 0", ,,,,,,,1500-2000,,,30.0,8.4,,,,,,
22.05.2019 20:00,14.7,740.5,764.6,,64,Wind blowing from the north-west,4,,,40%., ,,,11.6,17.3,,,"2500 or more, or no clouds.",,,30.0,7.8,No precipitation,12,,,,
22.05.2019 19:00,14.9,740.5,764.6,,65,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,35.0,8.4,,,,,,
22.05.2019 18:00,14.6,740.5,764.6,,67,Wind blowing from the north-west,5,,,100%., ,,,,,,,600-1000,,,30.0,8.6,,,,,,
22.05.2019 17:00,14.7,740.5,764.5,,66,Wind blowing from the north-west,6,,,100%., ,,,,,,,600-1000,,,30.0,8.3,,,,,,
22.05.2019 16:00,16.2,740.2,764.1,,64,Wind blowing from the north-west,7,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,55.0,9.3,,,,,,
22.05.2019 15:00,15.9,740.1,764.0,,67,Wind blowing from the north-west,8,,,"90  or more, but not 100%", ,,,,,,,600-1000,,,55.0,9.8,,,,,,
22.05.2019 14:00,15.8,739.9,763.8,,71,Wind blowing from the west-northwest,7,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,50.0,10.5,No precipitation,6,,,,
22.05.2019 13:00,15.7,739.8,763.8,,70,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,,,,,600-1000,,,40.0,10.1,,,,,,
22.05.2019 12:00,14.3,739.6,763.7,,75,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,300-600,,,40.0,9.8,,,,,,
22.05.2019 11:00,12.4,739.5,763.7,,82,Wind blowing from the north-northwest,5,,,100%., ,,,11.4,,,,300-600,,,20.0,9.4,,,,,,
22.05.2019 10:00,12.3,739.3,763.5,,83,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,300-600,,,13.0,9.5,,,,,,
22.05.2019 09:00,11.9,739.1,763.4,,88,Wind blowing from the north-west,3,,,100%., ,,,,,,,200-300,,,8.0,9.9,,,,,,
22.05.2019 08:00,11.6,738.8,763.1,,88,Wind blowing from the north-west,3,,,100%., ,,,11.4,13.1,,,200-300,,,8.0,9.7,0.1,12,,,,
22.05.2019 07:00,11.5,738.4,762.7,,88,Wind blowing from the north-west,3,,,100%.,Mist. ,Visibility reduced.,,,,,,200-300,,,7.0,9.6,,,,,,
22.05.2019 06:00,11.4,738.2,762.5,,89,Wind blowing from the north-west,4,,,100%.,Mist. ,Visibility reduced.,,,,,,200-300,,,7.0,9.7,,,,,,
22.05.2019 05:00,11.8,738.0,762.2,,87,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%", ,,,,,,,300-600,,,9.0,9.6,,,,,,
22.05.2019 04:00,11.8,737.8,762.1,,87,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,300-600,,,8.0,9.7,,,,,,
22.05.2019 03:00,11.9,737.6,761.8,,87,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,200-300,,,8.0,9.8,,,,,,
22.05.2019 02:00,12.1,737.4,761.6,,87,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%", ,Rain.,Drizzle.,,,,,300-600,,,9.0,9.9,0.1,6,,,,
22.05.2019 01:00,12.1,737.3,761.5,,88,Wind blowing from the north-northwest,4,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,300-600,,,8.0,10.2,,,,,,
22.05.2019 00:00,12.4,737.0,761.2,,87,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,300-600,,,11.0,10.2,,,,,,
21.05.2019 23:00,12.6,736.7,760.9,,87,Wind blowing from the north-northwest,5,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,10.0,10.5,,,,,,
21.05.2019 22:00,12.7,736.4,760.5,,89,Wind blowing from the north-northwest,3,,,100%.,"Drizzle, not freezing, slight. ",Drizzle.,Drizzle.,,,,,200-300,,,10.0,10.9,,,,,,
21.05.2019 21:00,12.7,735.7,759.8,,91,Wind blowing from the north-northwest,3,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,10.0,11.3,,,,,,
21.05.2019 20:00,12.9,735.1,759.2,,90,Wind blowing from the north-northwest,3,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,12.0,15.8,,,200-300,,,18.0,11.3,4,12,,,,
21.05.2019 19:00,13.2,734.6,758.6,,88,Wind blowing from the north-west,5,,,100%.,"Drizzle, not freezing, slight. ",Drizzle.,,,,,,300-600,,,16.0,11.2,,,,,,
21.05.2019 18:00,14.3,734.2,758.2,,82,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,300-600,,,28.0,11.2,,,,,,
21.05.2019 17:00,14.6,733.8,757.6,,79,Wind blowing from the north-northwest,5,,,100%.,Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,300-600,,,30.0,11.0,,,,,,
21.05.2019 16:00,14.9,733.3,757.0,,79,Wind blowing from the north,6,,,100%., ,,,,,,,300-600,,,25.0,11.2,,,,,,
21.05.2019 15:00,15.0,732.6,756.4,,79,Wind blowing from the north,6,,,100%., ,,,,,,,300-600,,,30.0,11.3,,,,,,
21.05.2019 14:00,14.9,732.1,755.8,,80,Wind blowing from the north-northwest,6,,,100%., ,Rain.,Drizzle.,,,,,300-600,,,35.0,11.4,4,6,,,,
21.05.2019 13:00,15.4,731.3,755.0,,81,Wind blowing from the north-northwest,7,,,100%., ,,,,,,,300-600,,,60.0,12.1,,,,,,
21.05.2019 12:00,13.6,730.9,754.7,,90,Wind blowing from the north-northwest,5,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,200-300,,,70.0,11.9,,,,,,
21.05.2019 11:00,13.2,730.4,754.3,,93,Wind blowing from the north-northwest,4,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,12.0,,,,200-300,,,15.0,12.0,,,,,,
21.05.2019 10:00,12.6,730.0,753.9,,91,Wind blowing from the north-northwest,4,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,6.0,11.1,,,,,,
21.05.2019 09:00,12.1,729.5,753.4,,93,Wind blowing from the north-northwest,6,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,5.0,11.0,,,,,,
21.05.2019 08:00,12.1,729.1,753.1,,92,Wind blowing from the north-northwest,5,,,100%.,"Drizzle, not freezing, moderate. ",Rain.,Drizzle.,12.1,13.9,,,200-300,,,22.0,10.8,13,12,,,,
21.05.2019 07:00,12.2,728.9,752.8,,92,Wind blowing from the west-northwest,7,,,100%.,"Drizzle and rain, slight. ",Rain.,Rain.,,,,,300-600,,,5.0,11.0,,,,,,
21.05.2019 06:00,12.3,729.2,753.1,,92,Wind blowing from the north-west,5,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Rain.,,,,,200-300,,,7.0,11.1,,,,,,
21.05.2019 05:00,12.4,729.1,752.9,,93,Wind blowing from the north-west,6,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Rain.,,,,,200-300,,,4.8,11.3,,,,,,
21.05.2019 04:00,12.8,729.2,753.1,,91,Wind blowing from the north-northwest,6,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Rain.,,,,,300-600,,,6.0,11.4,,,,,,
21.05.2019 03:00,13.0,729.3,753.1,,92,Wind blowing from the north-northwest,5,,,100%.,"Rain, not freezing, moderate. ",Rain.,Rain.,,,,,200-300,,,4.2,11.7,,,,,,
21.05.2019 02:00,13.2,729.3,753.1,,91,Wind blowing from the north-northwest,4,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,4.1,11.7,4,6,,,,
21.05.2019 01:00,13.5,729.4,753.2,,89,Wind blowing from the north-northwest,5,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,8.0,11.7,,,,,,
21.05.2019 00:00,13.5,729.5,753.3,,91,Wind blowing from the north-northwest,4,,,100%.,"Rain, not freezing, slight. ",Rain.,Rain.,,,,,300-600,,,5.0,12.0,,,,,,
20.05.2019 23:00,13.8,729.3,753.1,,90,Wind blowing from the north-northwest,5,,,100%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,7.0,12.1,,,,,,
20.05.2019 22:00,13.6,729.4,753.1,,91,Wind blowing from the north-northwest,5,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,6.0,12.2,,,,,,
20.05.2019 21:00,13.6,729.2,753.0,,93,Wind blowing from the north-northwest,5,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Rain.,,,,,200-300,,,3.9,12.5,,,,,,
20.05.2019 20:00,13.7,729.3,753.1,,94,Wind blowing from the north,2,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,13.6,18.5,,,1500-2000,,,4.1,12.7,11,12,,,,
20.05.2019 19:00,13.8,729.3,753.1,,88,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Rain.,,,,,2000-2500,,,9.0,11.9,,,,,,
20.05.2019 18:00,14.4,729.4,753.1,,88,Wind blowing from the north,3,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,1000-1500,,,7.0,12.5,,,,,,
20.05.2019 17:00,16.1,728.8,752.4,,75,Wind blowing from the north-northwest,5,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,30.0,11.7,,,,,,
20.05.2019 16:00,18.3,728.5,751.8,,74,Wind blowing from the north-west,6,,,"90  or more, but not 100%","Drizzle, not freezing, slight. ",Drizzle.,,,,,,300-600,,,19.0,13.5,,,,,,
20.05.2019 15:00,18.2,728.8,752.2,,73,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,,,,300-600,,,24.0,13.3,,,,,,
20.05.2019 14:00,16.2,729.1,752.7,,81,Wind blowing from the north-northwest,4,,,100%.,Rain (not freezing). ,Rain.,,,,,,300-600,,,20.0,12.9,4,6,,,,
20.05.2019 13:00,16.3,729.0,752.5,,83,Wind blowing from the north-northwest,4,,,100%.,Rain (not freezing). ,Rain.,,,,,,300-600,,,16.0,13.4,,,,,,
20.05.2019 12:00,14.9,728.8,752.4,,89,Wind blowing from the north-west,4,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,Rain.,,,,,1500-2000,,,11.0,13.1,,,,,,
20.05.2019 11:00,14.1,729.3,753.0,,90,Wind blowing from the north-northwest,2,,,100%.,"Rain, not freezing, slight. ",Rain.,,12.3,,,,2000-2500,,,6.0,12.4,,,,,,
20.05.2019 10:00,15.3,729.1,752.7,,78,Wind blowing from the north,1,,,"90  or more, but not 100%","Rain, not freezing, slight. ",Rain.,,,,,,2000-2500,,,11.0,11.5,,,,,,
20.05.2019 09:00,15.0,728.6,752.2,,74,Wind blowing from the north,2,,,100%., ,,,,,,,2000-2500,,,30.0,10.3,,,,,,
20.05.2019 08:00,13.6,728.5,752.3,,83,Wind blowing from the west-northwest,1,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,12.3,19.7,,,"2500 or more, or no clouds.",,,19.0,10.8,0.4,12,,,,
20.05.2019 07:00,12.7,728.5,752.3,,85,Wind blowing from the north,1,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,1500-2000,,,20.0,10.3,,,,,,
20.05.2019 06:00,12.5,728.6,752.5,,87,Wind blowing from the north,1,,,100%., ,,,,,,,2000-2500,,,20.0,10.4,,,,,,
20.05.2019 05:00,12.8,728.5,752.4,,83,Wind blowing from the north,1,,,100%., ,Rain.,,,,,,2000-2500,,,28.0,10.0,,,,,,
20.05.2019 04:00,13.0,728.8,752.6,,84,Wind blowing from the north,1,,,100%.,Rain (not freezing). ,Rain.,,,,,,"2500 or more, or no clouds.",,,25.0,10.4,,,,,,
20.05.2019 03:00,13.0,728.8,752.7,,85,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,25.0,10.5,,,,,,
20.05.2019 02:00,13.6,728.8,752.6,,80,Wind blowing from the north,3,,,100%., ,Rain.,Drizzle.,,,,,"2500 or more, or no clouds.",,,27.0,10.2,0.3,6,,,,
20.05.2019 01:00,13.8,729.1,752.8,,81,"Calm, no wind",0,,,60%., ,,,,,,,"2500 or more, or no clouds.",,,30.0,10.5,,,,,,
20.05.2019 00:00,15.1,729.3,753.0,,72,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,2000-2500,,,35.0,10.1,,,,,,
19.05.2019 23:00,15.3,729.1,752.8,,73,Wind blowing from the east-northeast,3,,,20–30%., ,Rain.,Drizzle.,,,,,"2500 or more, or no clouds.",,,35.0,10.5,,,,,,
19.05.2019 22:00,16.4,728.8,752.4,,71,Wind blowing from the north-northeast,2,,,40%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,11.0,,,,,,
19.05.2019 21:00,17.0,728.8,752.2,,72,Wind blowing from the east,1,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,2000-2500,,,40.0,11.8,,,,,,
19.05.2019 20:00,19.9,728.5,751.7,,52,Wind blowing from the east-northeast,3,,,100%.,"Rain, not freezing, slight. ",Rain.,,14.1,24.2,,,2000-2500,,,55.0,9.6,Trace of precipitation,12,,,,
19.05.2019 19:00,21.6,728.2,751.3,,51,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,40.0,10.9,,,,,,
19.05.2019 18:00,22.1,727.9,751.0,,49,Wind blowing from the north-northwest,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,50.0,10.9,,,,,,
19.05.2019 17:00,22.8,728.2,751.2,,38,Wind blowing from the east,1,,,"90  or more, but not 100%", ,,,,,,,1500-2000,,,55.0,7.6,,,,,,
19.05.2019 16:00,23.4,728.5,751.5,,37,Wind blowing from the south-east,1,,,60%., ,,,,,,,1500-2000,,,60.0,7.8,,,,,,
19.05.2019 15:00,22.8,728.8,751.8,,42,Wind blowing from the east-southeast,3,,,20–30%., ,,,,,,,1500-2000,,,50.0,9.3,,,,,,
19.05.2019 14:00,20.9,729.1,752.2,,51,Wind blowing from the east-northeast,1,,,60%., ,,,,,,,1000-1500,,,30.0,10.4,No precipitation,6,,,,
19.05.2019 13:00,21.1,729.3,752.5,,52,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,30.0,10.7,,,,,,
19.05.2019 12:00,19.7,729.4,752.8,,58,Wind blowing from the east,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,29.0,11.1,,,,,,
19.05.2019 11:00,19.2,729.6,752.9,,59,Wind blowing from the south-east,2,,,70 – 80%., ,,,10.6,,,,"2500 or more, or no clouds.",,,30.0,11.0,,,,,,
19.05.2019 10:00,17.0,729.8,753.4,,64,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,27.0,10.0,,,,,,
19.05.2019 09:00,15.6,729.8,753.4,,68,Wind blowing from the east,2,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,35.0,9.7,,,,,,
19.05.2019 08:00,13.9,729.8,753.6,,76,Wind blowing from the east-northeast,1,,,20–30%., ,,,10.6,16.2,,,"2500 or more, or no clouds.",,,40.0,9.7,No precipitation,12,,,,
19.05.2019 07:00,11.7,729.9,753.9,,87,Wind blowing from the north,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,9.6,,,,,,
19.05.2019 06:00,10.6,729.8,753.9,,92,Wind blowing from the west-southwest,1,,,40%., ,,,,,,,"2500 or more, or no clouds.",,,25.0,9.4,,,,,,
19.05.2019 05:00,11.5,729.6,753.6,,91,Wind blowing from the north,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,40.0,10.0,,,,,,
19.05.2019 04:00,12.2,729.6,753.5,,87,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,45.0,10.1,,,,,,
19.05.2019 03:00,12.8,730.0,753.9,,83,Wind blowing from the north,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,55.0,9.9,,,,,,
19.05.2019 02:00,13.1,730.2,754.0,,82,Wind blowing from the north,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,45.0,10.1,No precipitation,6,,,,
19.05.2019 01:00,13.6,730.6,754.5,,77,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,65.0,9.7,,,,,,
19.05.2019 00:00,14.7,730.9,754.6,,67,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,2000-2500,,,70.0,8.6,,,,,,
18.05.2019 23:00,14.8,730.9,754.6,,66,Wind blowing from the north-west,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,70.0,8.4,,,,,,
18.05.2019 22:00,14.9,731.0,754.8,,68,Wind blowing from the west,2,,,100%., ,,,,,,,2000-2500,,,70.0,8.9,,,,,,
18.05.2019 21:00,15.6,730.2,753.9,,62,Wind blowing from the north,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,55.0,8.2,,,,,,
18.05.2019 20:00,16.0,729.9,753.5,,63,Wind blowing from the west-northwest,4,,,100%., ,,,11.0,22.7,,,"2500 or more, or no clouds.",,,70.0,8.8,No precipitation,12,,,,
18.05.2019 19:00,20.1,730.0,753.3,,42,Wind blowing from the south,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,70.0,6.9,,,,,,
18.05.2019 18:00,21.6,729.4,752.6,,42,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,,,"2500 or more, or no clouds.",,,70.0,8.2,,,,,,
18.05.2019 17:00,22.0,729.6,752.8,,41,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,1500-2000,,,65.0,8.1,,,,,,
18.05.2019 16:00,21.6,729.9,753.1,,41,Wind blowing from the south-east,3,,,"90  or more, but not 100%", ,,,,,,,"2500 or more, or no clouds.",,,50.0,7.8,,,,,,
18.05.2019 15:00,21.9,730.3,753.4,,42,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,50.0,8.4,,,,,,
18.05.2019 14:00,21.4,730.6,753.8,,44,Wind blowing from the east,2,,,40%., ,,,,,,,"2500 or more, or no clouds.",,,45.0,8.5,No precipitation,6,,,,
18.05.2019 13:00,19.0,730.9,754.3,,52,Wind blowing from the south-east,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,8.9,,,,,,
18.05.2019 12:00,18.2,731.1,754.6,,51,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,55.0,7.8,,,,,,
18.05.2019 11:00,17.0,731.1,754.7,,58,Wind blowing from the south-southwest,2,,,60%., ,,,8.6,,,,"2500 or more, or no clouds.",,,45.0,8.5,,,,,,
18.05.2019 10:00,15.7,731.2,754.9,,65,Wind blowing from the south,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,40.0,9.0,,,,,,
18.05.2019 09:00,12.9,731.3,755.2,,68,Wind blowing from the south,1,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,30.0,7.1,,,,,,
18.05.2019 08:00,11.0,731.1,755.2,,75,Wind blowing from the west,1,,,100%., ,,,8.6,17.6,,,"2500 or more, or no clouds.",,,30.0,6.7,Trace of precipitation,12,,,,
18.05.2019 07:00,10.2,730.9,755.1,,79,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,29.0,6.6,,,,,,
18.05.2019 06:00,8.9,730.8,755.1,,86,Wind blowing from the east-northeast,2,,,60%., ,,,,,,,"2500 or more, or no clouds.",,,22.0,6.6,,,,,,
18.05.2019 05:00,9.5,730.7,754.9,,86,Wind blowing from the north-east,3,,,"10%  or less, but not 0", ,,,,,,,1500-2000,,,26.0,7.3,,,,,,
18.05.2019 04:00,10.7,731.0,755.2,,85,Wind blowing from the north-northeast,3,,,no clouds, ,,,,,,,,,,45.0,8.2,,,,,,
18.05.2019 03:00,10.9,731.2,755.2,,81,Wind blowing from the west-northwest,1,,,"90  or more, but not 100%", ,,,,,,,"2500 or more, or no clouds.",,,50.0,7.8,,,,,,
18.05.2019 02:00,11.0,731.0,755.1,,82,Wind blowing from the south-southeast,1,,,100%., ,Rain.,,,,,,"2500 or more, or no clouds.",,,50.0,8.1,Trace of precipitation,6,,,,
18.05.2019 01:00,12.3,731.4,755.4,,76,Wind blowing from the east-southeast,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,70.0,8.2,,,,,,
18.05.2019 00:00,12.6,731.5,755.5,,75,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1500-2000,,,70.0,8.3,,,,,,
17.05.2019 23:00,13.1,731.5,755.5,,72,Wind blowing from the north,3,,,"90  or more, but not 100%", ,Rain.,,,,,,1500-2000,,,70.0,8.1,,,,,,
17.05.2019 22:00,14.0,731.5,755.3,,64,Wind blowing from the north,3,,,"90  or more, but not 100%",Rain (not freezing). ,Rain.,,,,,,1500-2000,,,70.0,7.3,,,,,,
17.05.2019 21:00,16.7,730.8,754.4,,57,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,1500-2000,,,70.0,8.0,,,,,,
17.05.2019 20:00,17.6,730.4,754.0,,51,Wind blowing from the east-southeast,4,,,60%., ,,,8.8,19.2,,,"2500 or more, or no clouds.",,,70.0,7.3,No precipitation,12,,,,
17.05.2019 19:00,18.5,730.4,753.9,,50,Wind blowing from the east-southeast,5,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,65.0,7.7,,,,,,
17.05.2019 18:00,19.0,730.7,754.1,,49,Wind blowing from the east-southeast,5,,,20–30%., ,,,,,,,1000-1500,,,50.0,7.9,,,,,,
17.05.2019 17:00,18.5,731.1,754.6,,51,Wind blowing from the east-southeast,4,,,"90  or more, but not 100%", ,,,,,,,1000-1500,,,50.0,8.0,,,,,,
17.05.2019 16:00,17.7,731.3,754.9,,53,Wind blowing from the east-southeast,4,,,40%., ,,,,,,,1000-1500,,,55.0,8.0,,,,,,
